"ID","Restraint","Injury"
740668,"No Restraint","Fatal"
389070,"Lap and Shoulder Belt","Fatal"
366810,"No Restraint","Fatal"
489471,"No Restraint","Fatal"
170300,"Car Seat","Fatal"
364616,"Lap and Shoulder Belt","Non-incapacitating"
836641,"Lap and Shoulder Belt","Incapacitating"
794983,"Lap and Shoulder Belt","Fatal"
418417,"No Restraint","Fatal"
216816,"No Restraint","Fatal"
778529,"No Restraint","Possible Injury"
646296,"No Restraint","Incapacitating"
630486,"Car Seat","Non-incapacitating"
522106,"Car Seat","No Injury"
807797,"No Restraint","Fatal"
503241,"No Restraint","Incapacitating"
588478,"Lap and Shoulder Belt","No Injury"
424182,"Lap and Shoulder Belt","Incapacitating"
833187,"No Restraint","Possible Injury"
505498,"Lap-Only Belt","Incapacitating"
478038,"No Restraint","Fatal"
435129,"No Restraint","No Injury"
439389,"No Restraint","Incapacitating"
843625,"No Restraint","Fatal"
128977,"No Restraint","Non-incapacitating"
157970,"No Restraint","Fatal"
140269,"No Restraint","No Injury"
844505,"No Restraint","Incapacitating"
411239,"No Restraint","Non-incapacitating"
751462,"Lap and Shoulder Belt","Fatal"
461141,"No Restraint","Fatal"
453937,"Lap and Shoulder Belt","Fatal"
501953,"Lap-Only Belt","Incapacitating"
678608,"No Restraint","Incapacitating"
107850,"No Restraint","Incapacitating"
182357,"No Restraint","Incapacitating"
709905,"No Restraint","Incapacitating"
580919,"Lap-Only Belt","Non-incapacitating"
723856,"No Restraint","Fatal"
288699,"No Restraint","Fatal"
638446,"No Restraint","Fatal"
345477,"No Restraint","No Injury"
936037,"Lap-Only Belt","Non-incapacitating"
356645,"Lap-Only Belt","No Injury"
875790,"Lap-Only Belt","Non-incapacitating"
505527,"No Restraint","Incapacitating"
821098,"No Restraint","Incapacitating"
642165,"No Restraint","Incapacitating"
557037,"No Restraint","Incapacitating"
890724,"No Restraint","Incapacitating"
303314,"Lap and Shoulder Belt","Incapacitating"
279703,"Car Seat","Non-incapacitating"
339831,"Lap and Shoulder Belt","Non-incapacitating"
784029,"Lap and Shoulder Belt","Non-incapacitating"
946498,"Lap-Only Belt","Possible Injury"
251919,"No Restraint","Incapacitating"
692381,"No Restraint","Incapacitating"
195748,"No Restraint","Incapacitating"
498966,"Lap and Shoulder Belt","Incapacitating"
170172,"Lap and Shoulder Belt","No Injury"
735567,"No Restraint","No Injury"
235645,"No Restraint","Possible Injury"
775243,"Lap and Shoulder Belt","Possible Injury"
905747,"No Restraint","Incapacitating"
611587,"No Restraint","Incapacitating"
421995,"No Restraint","Incapacitating"
746386,"Lap-Only Belt","Fatal"
163349,"Lap and Shoulder Belt","Possible Injury"
629214,"No Restraint","Incapacitating"
370744,"No Restraint","No Injury"
956528,"No Restraint","Fatal"
348530,"No Restraint","No Injury"
222484,"Car Seat","Fatal"
192764,"No Restraint","Incapacitating"
558062,"Lap-Only Belt","Fatal"
699069,"Car Seat","No Injury"
986529,"No Restraint","Incapacitating"
872044,"Car Seat","No Injury"
669216,"No Restraint","Fatal"
109498,"No Restraint","Incapacitating"
511738,"No Restraint","Fatal"
610580,"Lap-Only Belt","Non-incapacitating"
854235,"No Restraint","No Injury"
528452,"Car Seat","No Injury"
277638,"No Restraint","Fatal"
948618,"No Restraint","Incapacitating"
990486,"No Restraint","No Injury"
422105,"Car Seat","Fatal"
483138,"No Restraint","Incapacitating"
869312,"No Restraint","Possible Injury"
845974,"Lap and Shoulder Belt","Incapacitating"
181084,"Car Seat","Non-incapacitating"
496039,"Lap and Shoulder Belt","No Injury"
875757,"No Restraint","Incapacitating"
258368,"Car Seat","No Injury"
625876,"Lap and Shoulder Belt","Non-incapacitating"
237690,"No Restraint","No Injury"
350839,"Car Seat","Non-incapacitating"
358078,"Lap-Only Belt","Incapacitating"
870790,"No Restraint","Fatal"
561144,"Car Seat","Non-incapacitating"
201760,"No Restraint","Fatal"
966688,"Car Seat","No Injury"
287653,"No Restraint","Fatal"
975725,"No Restraint","Fatal"
687624,"Car Seat","Non-incapacitating"
892000,"No Restraint","Incapacitating"
402762,"Lap and Shoulder Belt","Possible Injury"
969412,"Car Seat","Incapacitating"
138371,"No Restraint","Non-incapacitating"
109552,"No Restraint","Fatal"
835957,"Car Seat","Fatal"
653494,"No Restraint","Incapacitating"
627531,"Car Seat","Fatal"
212800,"No Restraint","Fatal"
173628,"No Restraint","Incapacitating"
894415,"No Restraint","Incapacitating"
965915,"No Restraint","Possible Injury"
598276,"No Restraint","Incapacitating"
392896,"No Restraint","Incapacitating"
124600,"No Restraint","Fatal"
395069,"Lap-Only Belt","Non-incapacitating"
180507,"No Restraint","Fatal"
322173,"Lap and Shoulder Belt","Possible Injury"
427846,"No Restraint","No Injury"
600329,"No Restraint","Incapacitating"
693803,"No Restraint","Fatal"
703953,"Lap and Shoulder Belt","Fatal"
877834,"No Restraint","Fatal"
687085,"No Restraint","Incapacitating"
730123,"No Restraint","Fatal"
163018,"Car Seat","Incapacitating"
172290,"Lap-Only Belt","Fatal"
381319,"Lap and Shoulder Belt","Non-incapacitating"
174840,"No Restraint","Fatal"
165224,"No Restraint","Incapacitating"
622905,"No Restraint","Fatal"
407803,"Lap-Only Belt","Incapacitating"
173284,"Car Seat","Non-incapacitating"
573760,"Lap-Only Belt","Incapacitating"
849880,"No Restraint","Incapacitating"
909274,"Lap and Shoulder Belt","Fatal"
164945,"No Restraint","Fatal"
387460,"No Restraint","Incapacitating"
350964,"No Restraint","Incapacitating"
963814,"Lap-Only Belt","Non-incapacitating"
587125,"Car Seat","Incapacitating"
609669,"No Restraint","Non-incapacitating"
655633,"Lap-Only Belt","Non-incapacitating"
697747,"No Restraint","Fatal"
282198,"No Restraint","No Injury"
806498,"No Restraint","Possible Injury"
846274,"No Restraint","Non-incapacitating"
380529,"No Restraint","Incapacitating"
895409,"Car Seat","No Injury"
351916,"Car Seat","Possible Injury"
174058,"Car Seat","Fatal"
465617,"Lap and Shoulder Belt","Incapacitating"
531003,"No Restraint","Fatal"
925895,"No Restraint","Fatal"
453897,"No Restraint","Fatal"
259266,"Lap and Shoulder Belt","Non-incapacitating"
871583,"No Restraint","No Injury"
936904,"Lap and Shoulder Belt","Possible Injury"
919696,"Lap and Shoulder Belt","Incapacitating"
986363,"No Restraint","Fatal"
134824,"No Restraint","Incapacitating"
619728,"No Restraint","Possible Injury"
346614,"Car Seat","Possible Injury"
923674,"Lap and Shoulder Belt","Incapacitating"
741309,"No Restraint","No Injury"
349088,"Lap and Shoulder Belt","Fatal"
730950,"Car Seat","No Injury"
881031,"Car Seat","No Injury"
193617,"No Restraint","Fatal"
609272,"Lap-Only Belt","Non-incapacitating"
607253,"Lap and Shoulder Belt","No Injury"
355403,"Lap and Shoulder Belt","Possible Injury"
875339,"No Restraint","Incapacitating"
911029,"Car Seat","No Injury"
811641,"No Restraint","Possible Injury"
440705,"No Restraint","Incapacitating"
766292,"Car Seat","Possible Injury"
237820,"No Restraint","Incapacitating"
329763,"No Restraint","Incapacitating"
365585,"No Restraint","Fatal"
322435,"No Restraint","Incapacitating"
888702,"Car Seat","Fatal"
781166,"Car Seat","Non-incapacitating"
511152,"Car Seat","Possible Injury"
101750,"Lap and Shoulder Belt","Non-incapacitating"
257450,"No Restraint","Fatal"
479801,"No Restraint","Fatal"
749553,"Lap and Shoulder Belt","Incapacitating"
746756,"No Restraint","Non-incapacitating"
370160,"No Restraint","Fatal"
711137,"No Restraint","Fatal"
662840,"No Restraint","Fatal"
943874,"No Restraint","Incapacitating"
573940,"Lap and Shoulder Belt","Fatal"
539265,"No Restraint","No Injury"
549394,"Car Seat","Possible Injury"
743962,"No Restraint","Fatal"
394895,"Lap and Shoulder Belt","Incapacitating"
461932,"Car Seat","Incapacitating"
139440,"Lap and Shoulder Belt","Non-incapacitating"
404422,"Lap and Shoulder Belt","Fatal"
710897,"Car Seat","Possible Injury"
302352,"Lap and Shoulder Belt","Possible Injury"
835850,"No Restraint","Possible Injury"
737276,"No Restraint","Fatal"
188481,"Car Seat","Incapacitating"
985818,"Car Seat","Incapacitating"
125982,"Lap and Shoulder Belt","No Injury"
229946,"No Restraint","Fatal"
905246,"No Restraint","Fatal"
507533,"Car Seat","Incapacitating"
613991,"No Restraint","Fatal"
304598,"No Restraint","Incapacitating"
689262,"No Restraint","Incapacitating"
857224,"Lap and Shoulder Belt","Fatal"
142828,"No Restraint","Incapacitating"
761989,"No Restraint","Possible Injury"
127487,"Car Seat","Fatal"
391592,"No Restraint","Possible Injury"
495631,"Car Seat","Non-incapacitating"
724102,"No Restraint","Incapacitating"
655989,"No Restraint","Incapacitating"
746302,"No Restraint","No Injury"
999902,"No Restraint","Fatal"
452140,"No Restraint","Incapacitating"
903727,"No Restraint","Fatal"
923193,"Lap-Only Belt","No Injury"
968066,"No Restraint","Fatal"
301106,"No Restraint","No Injury"
469736,"Lap-Only Belt","Possible Injury"
718921,"Lap-Only Belt","No Injury"
673594,"Car Seat","Incapacitating"
407980,"No Restraint","Incapacitating"
473421,"Lap and Shoulder Belt","Incapacitating"
136788,"No Restraint","Fatal"
491764,"No Restraint","Incapacitating"
102028,"Car Seat","Non-incapacitating"
762016,"No Restraint","No Injury"
886985,"No Restraint","Fatal"
528921,"No Restraint","Incapacitating"
244548,"Lap and Shoulder Belt","Fatal"
354825,"No Restraint","Incapacitating"
850302,"No Restraint","Non-incapacitating"
955830,"Lap and Shoulder Belt","Incapacitating"
360778,"No Restraint","No Injury"
342447,"No Restraint","Incapacitating"
258648,"No Restraint","Incapacitating"
645641,"Lap-Only Belt","Incapacitating"
569670,"Car Seat","No Injury"
776290,"No Restraint","Non-incapacitating"
571821,"No Restraint","Incapacitating"
275965,"No Restraint","Incapacitating"
942828,"No Restraint","Fatal"
353830,"Car Seat","Non-incapacitating"
360695,"Car Seat","Non-incapacitating"
219402,"No Restraint","No Injury"
902432,"No Restraint","Incapacitating"
333588,"Lap-Only Belt","Incapacitating"
200308,"Lap-Only Belt","Non-incapacitating"
407173,"Lap and Shoulder Belt","No Injury"
919846,"Lap-Only Belt","Non-incapacitating"
530144,"No Restraint","Fatal"
247993,"No Restraint","No Injury"
841299,"No Restraint","Incapacitating"
788359,"No Restraint","Incapacitating"
479617,"No Restraint","Possible Injury"
109806,"Car Seat","Incapacitating"
475527,"No Restraint","Incapacitating"
371969,"Car Seat","Possible Injury"
500204,"No Restraint","Incapacitating"
611858,"Lap and Shoulder Belt","Incapacitating"
586292,"No Restraint","Incapacitating"
845460,"Lap and Shoulder Belt","Incapacitating"
705618,"No Restraint","Possible Injury"
498541,"No Restraint","Possible Injury"
153544,"No Restraint","No Injury"
837480,"Lap-Only Belt","Incapacitating"
365464,"No Restraint","Incapacitating"
547332,"Car Seat","Fatal"
501058,"Lap and Shoulder Belt","Fatal"
271087,"No Restraint","Fatal"
861047,"Lap and Shoulder Belt","Fatal"
437154,"Lap-Only Belt","Non-incapacitating"
129823,"No Restraint","Possible Injury"
984571,"No Restraint","Fatal"
889221,"No Restraint","Non-incapacitating"
232627,"Car Seat","Fatal"
799567,"Lap and Shoulder Belt","Fatal"
543151,"Lap-Only Belt","Possible Injury"
130844,"No Restraint","Fatal"
582727,"Lap-Only Belt","Incapacitating"
233668,"Lap-Only Belt","Incapacitating"
301094,"No Restraint","No Injury"
223793,"Lap-Only Belt","Incapacitating"
395932,"No Restraint","No Injury"
692320,"No Restraint","Incapacitating"
912494,"No Restraint","Incapacitating"
515633,"Lap-Only Belt","Fatal"
624239,"No Restraint","Incapacitating"
853629,"Lap-Only Belt","Possible Injury"
676568,"No Restraint","Non-incapacitating"
496069,"Car Seat","Fatal"
232075,"Car Seat","Incapacitating"
789129,"Lap and Shoulder Belt","Fatal"
960174,"No Restraint","Incapacitating"
338324,"Lap-Only Belt","Possible Injury"
300793,"Car Seat","Possible Injury"
547729,"Lap and Shoulder Belt","Non-incapacitating"
985327,"No Restraint","Possible Injury"
230015,"No Restraint","No Injury"
560804,"Car Seat","Possible Injury"
948589,"Car Seat","No Injury"
500128,"No Restraint","Incapacitating"
896626,"Lap-Only Belt","Incapacitating"
440740,"No Restraint","Incapacitating"
426734,"No Restraint","Fatal"
738480,"Car Seat","Possible Injury"
461820,"No Restraint","Incapacitating"
232625,"Car Seat","Incapacitating"
283803,"Lap-Only Belt","Non-incapacitating"
746189,"Lap and Shoulder Belt","Possible Injury"
347188,"Lap and Shoulder Belt","Non-incapacitating"
464594,"No Restraint","No Injury"
984285,"Car Seat","Non-incapacitating"
544393,"No Restraint","No Injury"
795805,"Car Seat","No Injury"
253777,"Car Seat","Non-incapacitating"
849578,"No Restraint","Incapacitating"
990685,"Car Seat","Fatal"
192840,"No Restraint","No Injury"
399459,"No Restraint","Incapacitating"
838609,"No Restraint","Non-incapacitating"
228517,"Car Seat","Non-incapacitating"
391999,"No Restraint","Possible Injury"
752891,"Car Seat","Non-incapacitating"
239543,"No Restraint","Incapacitating"
984429,"No Restraint","Fatal"
838722,"Car Seat","No Injury"
529061,"No Restraint","Incapacitating"
581290,"Lap-Only Belt","Incapacitating"
776490,"Lap and Shoulder Belt","Fatal"
920819,"Lap-Only Belt","No Injury"
489779,"No Restraint","Incapacitating"
281186,"No Restraint","No Injury"
604673,"No Restraint","Fatal"
213750,"No Restraint","Incapacitating"
723308,"No Restraint","Incapacitating"
707789,"Car Seat","Possible Injury"
675218,"No Restraint","Fatal"
386159,"Lap-Only Belt","Non-incapacitating"
923357,"Car Seat","No Injury"
865033,"Lap-Only Belt","No Injury"
451886,"Car Seat","No Injury"
160278,"Lap-Only Belt","No Injury"
730554,"No Restraint","Possible Injury"
288921,"No Restraint","No Injury"
812677,"Car Seat","Non-incapacitating"
338374,"No Restraint","Incapacitating"
474480,"No Restraint","Incapacitating"
701947,"No Restraint","Incapacitating"
987460,"Car Seat","Non-incapacitating"
629145,"No Restraint","Fatal"
910230,"Lap and Shoulder Belt","Non-incapacitating"
530183,"No Restraint","Incapacitating"
328737,"No Restraint","No Injury"
254692,"No Restraint","Incapacitating"
731559,"Lap and Shoulder Belt","No Injury"
478261,"Lap and Shoulder Belt","Fatal"
588149,"No Restraint","Fatal"
688381,"Lap and Shoulder Belt","Incapacitating"
881828,"Car Seat","Fatal"
109301,"Lap-Only Belt","No Injury"
295382,"Car Seat","No Injury"
861760,"Car Seat","Incapacitating"
209452,"No Restraint","Incapacitating"
253973,"Lap and Shoulder Belt","Fatal"
887933,"No Restraint","No Injury"
489259,"Lap-Only Belt","Non-incapacitating"
896795,"Car Seat","Non-incapacitating"
269175,"No Restraint","Incapacitating"
401732,"Car Seat","Non-incapacitating"
729929,"Car Seat","Possible Injury"
321071,"No Restraint","Incapacitating"
317518,"Lap-Only Belt","Fatal"
673841,"Lap and Shoulder Belt","Fatal"
802708,"No Restraint","Incapacitating"
838986,"Lap and Shoulder Belt","Possible Injury"
350235,"Lap-Only Belt","Possible Injury"
234403,"Lap and Shoulder Belt","Possible Injury"
588074,"Car Seat","Non-incapacitating"
920045,"Lap and Shoulder Belt","No Injury"
642048,"Lap and Shoulder Belt","Incapacitating"
785487,"No Restraint","Incapacitating"
775038,"No Restraint","Fatal"
342928,"No Restraint","Incapacitating"
528878,"No Restraint","Fatal"
768714,"No Restraint","No Injury"
914418,"Car Seat","No Injury"
355498,"Car Seat","Incapacitating"
929968,"Lap and Shoulder Belt","Fatal"
969167,"Lap and Shoulder Belt","No Injury"
359520,"Car Seat","Incapacitating"
816998,"No Restraint","Possible Injury"
102987,"No Restraint","Non-incapacitating"
179258,"No Restraint","Fatal"
806530,"No Restraint","Fatal"
572317,"Car Seat","Possible Injury"
618241,"Car Seat","Non-incapacitating"
235867,"Lap-Only Belt","Fatal"
683070,"No Restraint","Possible Injury"
402167,"Lap and Shoulder Belt","Non-incapacitating"
972263,"Lap-Only Belt","Fatal"
973129,"No Restraint","Non-incapacitating"
680573,"Car Seat","Fatal"
460346,"No Restraint","Possible Injury"
659731,"Car Seat","No Injury"
476778,"No Restraint","Incapacitating"
169613,"Lap-Only Belt","No Injury"
901679,"Car Seat","Fatal"
493121,"No Restraint","Fatal"
479368,"No Restraint","No Injury"
368164,"No Restraint","Incapacitating"
966105,"No Restraint","No Injury"
117968,"No Restraint","Incapacitating"
314403,"Car Seat","Incapacitating"
180727,"No Restraint","No Injury"
566761,"Lap and Shoulder Belt","Possible Injury"
108065,"Lap and Shoulder Belt","Fatal"
191388,"Lap-Only Belt","No Injury"
232504,"No Restraint","Non-incapacitating"
766880,"No Restraint","Fatal"
824650,"No Restraint","Incapacitating"
939688,"Lap-Only Belt","Non-incapacitating"
924310,"Lap-Only Belt","Possible Injury"
758174,"No Restraint","Incapacitating"
255378,"Lap-Only Belt","Fatal"
586289,"Car Seat","Fatal"
564352,"Car Seat","Non-incapacitating"
959611,"Lap-Only Belt","Incapacitating"
900378,"No Restraint","Fatal"
952066,"Lap-Only Belt","Non-incapacitating"
541710,"Car Seat","Fatal"
532955,"Lap and Shoulder Belt","Non-incapacitating"
943210,"No Restraint","Possible Injury"
278302,"Car Seat","Possible Injury"
515613,"No Restraint","Fatal"
129557,"No Restraint","Incapacitating"
366203,"Lap-Only Belt","Possible Injury"
724799,"Car Seat","No Injury"
312296,"No Restraint","No Injury"
387355,"No Restraint","Fatal"
387952,"No Restraint","Fatal"
946022,"Lap-Only Belt","Incapacitating"
683092,"Lap and Shoulder Belt","Possible Injury"
545092,"No Restraint","Incapacitating"
397044,"Lap and Shoulder Belt","No Injury"
582606,"Lap-Only Belt","Incapacitating"
924049,"Lap-Only Belt","Non-incapacitating"
739464,"Car Seat","No Injury"
920790,"No Restraint","Fatal"
683355,"No Restraint","No Injury"
253065,"No Restraint","Non-incapacitating"
201043,"Lap and Shoulder Belt","No Injury"
576124,"No Restraint","Possible Injury"
832077,"Lap and Shoulder Belt","Incapacitating"
142841,"No Restraint","No Injury"
512538,"No Restraint","Incapacitating"
687207,"No Restraint","Incapacitating"
616370,"Lap-Only Belt","Non-incapacitating"
269754,"Car Seat","Incapacitating"
476423,"No Restraint","Incapacitating"
854856,"Car Seat","Incapacitating"
645308,"No Restraint","Fatal"
153276,"Lap-Only Belt","Incapacitating"
900439,"Car Seat","Fatal"
774030,"No Restraint","Fatal"
351911,"Car Seat","Fatal"
465887,"No Restraint","Fatal"
791449,"Car Seat","Possible Injury"
125606,"No Restraint","Incapacitating"
238628,"No Restraint","Fatal"
781733,"No Restraint","No Injury"
851839,"Car Seat","Non-incapacitating"
390776,"No Restraint","Fatal"
814924,"No Restraint","No Injury"
841092,"Lap-Only Belt","Non-incapacitating"
600776,"Lap-Only Belt","Fatal"
584228,"Lap-Only Belt","No Injury"
904322,"No Restraint","Fatal"
426552,"No Restraint","Possible Injury"
780946,"Car Seat","Fatal"
641156,"No Restraint","Fatal"
836860,"No Restraint","Incapacitating"
129574,"No Restraint","Incapacitating"
975305,"No Restraint","Incapacitating"
530785,"Car Seat","Fatal"
820266,"No Restraint","Incapacitating"
970235,"Lap and Shoulder Belt","Fatal"
105786,"Lap and Shoulder Belt","Possible Injury"
703937,"Car Seat","Possible Injury"
552794,"No Restraint","Fatal"
293032,"Car Seat","Possible Injury"
426883,"No Restraint","Fatal"
809196,"No Restraint","Possible Injury"
943946,"No Restraint","Incapacitating"
351733,"Lap-Only Belt","Non-incapacitating"
797521,"No Restraint","No Injury"
224472,"No Restraint","Fatal"
611414,"No Restraint","Incapacitating"
287887,"No Restraint","Fatal"
362670,"Car Seat","Possible Injury"
147736,"Lap and Shoulder Belt","Incapacitating"
326885,"No Restraint","Fatal"
985853,"Lap-Only Belt","Possible Injury"
161445,"No Restraint","No Injury"
798970,"No Restraint","Incapacitating"
545891,"No Restraint","Possible Injury"
607643,"No Restraint","Fatal"
282194,"No Restraint","Fatal"
959696,"No Restraint","Possible Injury"
569485,"Car Seat","No Injury"
953381,"No Restraint","Fatal"
317041,"No Restraint","Possible Injury"
951806,"No Restraint","No Injury"
336201,"Car Seat","No Injury"
277738,"Car Seat","Incapacitating"
540384,"Lap-Only Belt","No Injury"
606414,"No Restraint","Fatal"
295202,"Car Seat","Incapacitating"
594172,"No Restraint","Fatal"
473111,"Car Seat","Non-incapacitating"
521385,"No Restraint","Fatal"
790958,"No Restraint","Incapacitating"
901783,"Lap-Only Belt","Incapacitating"
807281,"Car Seat","Possible Injury"
976755,"Lap and Shoulder Belt","Possible Injury"
967594,"Lap-Only Belt","Fatal"
293193,"Car Seat","Possible Injury"
602850,"Lap and Shoulder Belt","Non-incapacitating"
157053,"No Restraint","Fatal"
791154,"Lap and Shoulder Belt","No Injury"
550898,"No Restraint","Possible Injury"
181152,"Car Seat","Fatal"
390388,"Lap-Only Belt","No Injury"
537525,"Lap and Shoulder Belt","Fatal"
390713,"No Restraint","Incapacitating"
468735,"Car Seat","No Injury"
171819,"No Restraint","Fatal"
549665,"Car Seat","Non-incapacitating"
858696,"Car Seat","Possible Injury"
491485,"Lap-Only Belt","No Injury"
959788,"Lap and Shoulder Belt","Incapacitating"
506296,"No Restraint","Possible Injury"
337041,"Car Seat","No Injury"
467774,"No Restraint","Fatal"
709840,"No Restraint","Fatal"
566597,"No Restraint","Fatal"
877650,"No Restraint","Fatal"
487359,"Lap-Only Belt","Fatal"
543298,"Lap and Shoulder Belt","Non-incapacitating"
359203,"No Restraint","Fatal"
441476,"Lap-Only Belt","Possible Injury"
121387,"Lap-Only Belt","Fatal"
214195,"No Restraint","Fatal"
610917,"Lap and Shoulder Belt","Possible Injury"
420410,"No Restraint","Incapacitating"
859436,"No Restraint","Incapacitating"
694359,"No Restraint","Non-incapacitating"
734414,"Car Seat","No Injury"
962563,"Lap-Only Belt","Incapacitating"
635106,"No Restraint","Incapacitating"
951724,"Lap-Only Belt","Non-incapacitating"
424871,"Lap-Only Belt","Incapacitating"
992226,"No Restraint","Fatal"
733534,"No Restraint","Fatal"
486327,"Car Seat","Possible Injury"
284766,"Lap-Only Belt","Non-incapacitating"
759755,"Car Seat","Fatal"
663224,"Lap and Shoulder Belt","Non-incapacitating"
800270,"No Restraint","Incapacitating"
275506,"Car Seat","No Injury"
943476,"Car Seat","Possible Injury"
437476,"No Restraint","Fatal"
207569,"No Restraint","Incapacitating"
957576,"No Restraint","Incapacitating"
887018,"No Restraint","Fatal"
226955,"No Restraint","Incapacitating"
859013,"Car Seat","Non-incapacitating"
742292,"No Restraint","Possible Injury"
821867,"Lap-Only Belt","Incapacitating"
399793,"No Restraint","Incapacitating"
174189,"No Restraint","Incapacitating"
194105,"No Restraint","Incapacitating"
788373,"No Restraint","Fatal"
458060,"No Restraint","Incapacitating"
898087,"Car Seat","Possible Injury"
836516,"No Restraint","Incapacitating"
778823,"Lap and Shoulder Belt","Fatal"
985955,"Car Seat","Possible Injury"
767442,"Car Seat","Possible Injury"
271499,"Lap-Only Belt","Non-incapacitating"
399513,"Lap and Shoulder Belt","Fatal"
269615,"Lap and Shoulder Belt","No Injury"
608833,"Car Seat","Non-incapacitating"
229618,"Car Seat","Possible Injury"
612686,"Lap and Shoulder Belt","Fatal"
781695,"No Restraint","Incapacitating"
485744,"No Restraint","Fatal"
228528,"Car Seat","Fatal"
353400,"No Restraint","Incapacitating"
380397,"Lap and Shoulder Belt","Incapacitating"
796426,"Car Seat","No Injury"
123062,"Car Seat","Incapacitating"
883247,"No Restraint","Incapacitating"
881199,"Lap-Only Belt","Incapacitating"
167462,"Car Seat","Incapacitating"
749874,"Car Seat","Fatal"
571505,"Lap and Shoulder Belt","Incapacitating"
615148,"No Restraint","Incapacitating"
127613,"No Restraint","Incapacitating"
172045,"No Restraint","Fatal"
761186,"Car Seat","Fatal"
711675,"Car Seat","No Injury"
341840,"Lap and Shoulder Belt","Non-incapacitating"
651919,"No Restraint","Incapacitating"
757640,"No Restraint","Incapacitating"
977764,"No Restraint","Fatal"
745908,"Lap-Only Belt","Non-incapacitating"
720957,"No Restraint","Incapacitating"
532780,"No Restraint","Fatal"
512288,"Lap-Only Belt","Non-incapacitating"
948865,"Lap-Only Belt","Fatal"
628832,"No Restraint","Incapacitating"
701046,"No Restraint","Incapacitating"
681988,"No Restraint","Incapacitating"
455305,"Car Seat","No Injury"
470790,"Lap and Shoulder Belt","Non-incapacitating"
902812,"No Restraint","Fatal"
528030,"No Restraint","No Injury"
188449,"Lap-Only Belt","Fatal"
510074,"Lap-Only Belt","Possible Injury"
383148,"Lap and Shoulder Belt","Incapacitating"
245429,"Lap-Only Belt","Non-incapacitating"
362372,"No Restraint","Incapacitating"
294971,"No Restraint","Fatal"
583622,"Car Seat","No Injury"
616397,"Lap and Shoulder Belt","Possible Injury"
626038,"No Restraint","Incapacitating"
294932,"No Restraint","Possible Injury"
204104,"No Restraint","Fatal"
815573,"No Restraint","Fatal"
344267,"No Restraint","Fatal"
566553,"Lap-Only Belt","Non-incapacitating"
588279,"No Restraint","Fatal"
922811,"No Restraint","Incapacitating"
141920,"No Restraint","Possible Injury"
205069,"Lap-Only Belt","Incapacitating"
158193,"Lap and Shoulder Belt","Incapacitating"
709271,"Car Seat","Possible Injury"
243740,"Car Seat","Possible Injury"
543698,"Lap and Shoulder Belt","Non-incapacitating"
191881,"No Restraint","Incapacitating"
450972,"No Restraint","Fatal"
623422,"No Restraint","Incapacitating"
548263,"No Restraint","Fatal"
195834,"No Restraint","Fatal"
692272,"Lap and Shoulder Belt","No Injury"
886925,"No Restraint","No Injury"
325229,"Car Seat","Non-incapacitating"
506279,"No Restraint","Incapacitating"
587556,"Car Seat","Non-incapacitating"
489448,"Lap and Shoulder Belt","Possible Injury"
441186,"Car Seat","No Injury"
107090,"Lap-Only Belt","Non-incapacitating"
653731,"Lap-Only Belt","Non-incapacitating"
251049,"No Restraint","Possible Injury"
858700,"Lap and Shoulder Belt","Non-incapacitating"
905673,"Car Seat","Fatal"
601238,"Lap and Shoulder Belt","Incapacitating"
442997,"Car Seat","Fatal"
233936,"Car Seat","Fatal"
634446,"Lap-Only Belt","Fatal"
449027,"No Restraint","Fatal"
213027,"Car Seat","Non-incapacitating"
808754,"No Restraint","Fatal"
975701,"No Restraint","Possible Injury"
401778,"No Restraint","Incapacitating"
728725,"Lap and Shoulder Belt","Non-incapacitating"
942883,"No Restraint","Incapacitating"
585401,"No Restraint","Fatal"
110792,"No Restraint","Fatal"
584774,"No Restraint","Fatal"
709622,"No Restraint","Incapacitating"
341386,"Car Seat","Fatal"
260992,"Car Seat","Non-incapacitating"
401303,"Car Seat","Fatal"
810799,"No Restraint","Fatal"
393123,"No Restraint","Incapacitating"
691654,"No Restraint","Incapacitating"
945751,"No Restraint","Incapacitating"
745958,"Car Seat","Fatal"
983927,"Car Seat","No Injury"
925912,"No Restraint","Fatal"
340893,"No Restraint","Incapacitating"
636441,"Lap and Shoulder Belt","No Injury"
593527,"No Restraint","Possible Injury"
865356,"Car Seat","Possible Injury"
984003,"Car Seat","No Injury"
290781,"No Restraint","Incapacitating"
784188,"Lap-Only Belt","No Injury"
747435,"No Restraint","Fatal"
229673,"No Restraint","Incapacitating"
262184,"Lap and Shoulder Belt","Fatal"
894398,"Lap-Only Belt","Incapacitating"
856804,"No Restraint","Incapacitating"
207040,"No Restraint","No Injury"
806247,"No Restraint","Possible Injury"
521124,"Lap and Shoulder Belt","Incapacitating"
154109,"No Restraint","Fatal"
376523,"Lap-Only Belt","Fatal"
935087,"No Restraint","Possible Injury"
332321,"Lap and Shoulder Belt","No Injury"
726449,"Lap and Shoulder Belt","No Injury"
988532,"Lap and Shoulder Belt","Non-incapacitating"
963451,"Lap-Only Belt","Non-incapacitating"
450159,"Lap-Only Belt","No Injury"
319468,"No Restraint","Fatal"
391756,"Lap-Only Belt","Fatal"
960413,"No Restraint","Fatal"
112596,"No Restraint","Incapacitating"
496835,"No Restraint","Fatal"
